Wall time,Step,Value
1721002250.1502752,100000,-6.126214981079102
1721002348.9705427,200000,-0.58015376329422
1721002446.759992,300000,-0.6680107712745667
1721002537.646349,400000,-0.9678654074668884
1721002634.8261561,500000,-1.136404037475586
1721002720.6024265,600000,-1.0184704065322876
1721002816.4550712,700000,-0.7139767408370972
1721002913.3902586,800000,-0.3310357630252838
1721003006.1883054,900000,0.4233566224575043
1721003099.6150677,1000000,1.4968810081481934
1721003189.4847941,1100000,3.3626856803894043
1721003282.8147626,1200000,5.64730167388916
1721003378.9499068,1300000,5.464822292327881
1721003471.1314788,1400000,6.351757526397705
1721003563.756541,1500000,5.942306041717529
1721003659.9786124,1600000,5.198924541473389
1721003747.1904497,1700000,5.806523323059082
1721003842.4587407,1800000,6.43800163269043
1721003939.2846205,1900000,6.367491245269775
1721004032.5667977,2000000,7.204185485839844
1721004118.1186812,2100000,13.496291160583496
1721004212.1231062,2200000,13.175541877746582
1721004311.2129455,2300000,12.214298248291016
1721004404.7549458,2400000,11.675680160522461
1721004500.0108821,2500000,12.627740859985352
1721004610.204352,2600000,13.424701690673828
1721004702.4612336,2700000,13.850004196166992
1721004798.2967076,2800000,15.90578556060791
1721004896.9102225,2900000,13.378650665283203
1721004988.6075113,3000000,13.08019733428955
1721005083.8013725,3100000,15.233271598815918
1721005176.7221203,3200000,13.455792427062988
1721005247.3417034,3300000,14.85017204284668
1721005339.611223,3400000,13.700963020324707
1721005444.7276957,3500000,15.2056884765625
1721005546.3055649,3600000,15.226580619812012
1721005639.2005167,3700000,16.234519958496094
1721005728.0882013,3800000,15.322125434875488
1721005827.4659674,3900000,15.066731452941895
1721005914.411361,4000000,16.164108276367188
1721006008.6861594,4100000,14.501134872436523
1721006100.5815055,4200000,14.693815231323242
1721006196.5321434,4300000,15.561023712158203
1721006290.4575698,4400000,15.228008270263672
1721006385.6878052,4500000,14.933775901794434
1721006478.631985,4600000,14.127266883850098
1721006573.1958427,4700000,15.321064949035645
1721006666.2843163,4800000,15.893487930297852
1721006756.4650183,4900000,14.610491752624512
1721006839.4402547,5000000,14.762611389160156
