Wall time,Step,Value
1720992746.76462,100000,-5.293449878692627
1720992848.2785394,200000,-0.4909999370574951
1720992949.024803,300000,-0.37416890263557434
1720993046.6629698,400000,-0.22641758620738983
1720993143.063536,500000,-0.1379581093788147
1720993243.7466521,600000,0.005659075919538736
1720993351.361176,700000,0.1405990570783615
1720993446.2127113,800000,0.22627082467079163
1720993541.5720725,900000,0.3353612422943115
1720993639.4891207,1000000,0.46886658668518066
1720993736.4368267,1100000,0.6251888275146484
1720993828.6948934,1200000,0.7064152359962463
1720993925.1745024,1300000,0.7348265051841736
1720994022.1838622,1400000,0.7506529092788696
1720994115.6982653,1500000,0.8092612624168396
1720994210.0383027,1600000,0.9286374449729919
1720994308.0088139,1700000,0.8966297507286072
1720994379.5991838,1800000,0.9553288817405701
1720994449.1053295,1900000,1.0770870447158813
1720994518.1170146,2000000,1.1506602764129639
1720994585.4689605,2100000,4.646878719329834
1720994651.7492087,2200000,4.565216064453125
1720994733.1335802,2300000,3.092597246170044
1720994839.608608,2400000,3.2756094932556152
1720994945.038979,2500000,3.1362297534942627
1720995049.7635028,2600000,2.783440589904785
1720995156.280494,2700000,2.8732597827911377
1720995254.3353992,2800000,2.5778396129608154
1720995355.6396723,2900000,2.536062479019165
1720995454.6479387,3000000,2.9178178310394287
1720995556.3251786,3100000,2.678133726119995
1720995650.544561,3200000,2.7374958992004395
1720995748.9951017,3300000,3.2624311447143555
1720995843.958659,3400000,2.7847843170166016
1720995941.7242427,3500000,2.3991639614105225
1720996039.8090475,3600000,2.6453661918640137
1720996138.119718,3700000,2.7672312259674072
1720996228.9939387,3800000,3.102752923965454
1720996336.6654801,3900000,3.524688720703125
1720996437.5894268,4000000,3.282231092453003
1720996530.2510338,4100000,3.5844883918762207
1720996628.3712642,4200000,3.4412243366241455
1720996720.906648,4300000,3.6639201641082764
1720996813.0619037,4400000,3.4875752925872803
1720996914.640665,4500000,3.6338727474212646
1720997019.3497574,4600000,3.949577808380127
1720997119.998727,4700000,3.4134955406188965
1720997216.093437,4800000,3.520920515060425
1720997315.7018385,4900000,2.8361258506774902
1720997410.102687,5000000,2.737109661102295
