Wall time,Step,Value
1720925246.452065,100000,-6.644679069519043
1720925343.4751296,200000,-0.5365865230560303
1720925443.5529144,300000,-0.41666659712791443
1720925541.2384756,400000,-0.2549688220024109
1720925641.8038993,500000,-0.09669782966375351
1720925736.790269,600000,0.017953362315893173
1720925837.027236,700000,0.0629647895693779
1720925935.2291641,800000,0.09272798895835876
1720926034.9862063,900000,0.14367111027240753
1720926136.9499917,1000000,0.275331050157547
1720926235.3576987,1100000,0.5061770081520081
1720926330.0373604,1200000,0.6360518336296082
1720926437.104228,1300000,0.8982985019683838
1720926537.5709388,1400000,1.0437722206115723
1720926634.3848352,1500000,1.1046490669250488
1720926731.050244,1600000,1.1412030458450317
1720926829.6390016,1700000,1.1615574359893799
1720926924.314042,1800000,1.1530804634094238
1720927018.2105114,1900000,1.2081204652786255
1720927113.2353926,2000000,1.2888991832733154
1720927209.0770328,2100000,4.023914337158203
1720927305.7450678,2200000,4.187931537628174
1720927402.5415423,2300000,4.296876430511475
1720927501.8260837,2400000,4.303893566131592
1720927596.4398665,2500000,4.652999401092529
1720927696.0165973,2600000,4.92209005355835
1720927790.2920294,2700000,5.295638084411621
1720927889.3996956,2800000,1.2297911643981934
1720927981.930209,2900000,6.719685077667236
1720928080.2510931,3000000,7.190791130065918
1720928184.6909156,3100000,7.170551776885986
1720928294.5227678,3200000,7.728116989135742
1720928394.597191,3300000,8.045058250427246
1720928496.0290735,3400000,5.340228080749512
1720928602.5377276,3500000,7.662254810333252
1720928698.5870798,3600000,8.479707717895508
1720928792.6273625,3700000,9.297239303588867
1720928853.418071,3800000,9.617138862609863
1720928945.159277,3900000,9.540451049804688
1720929035.2786443,4000000,9.734755516052246
1720929132.3079832,4100000,9.502573013305664
1720929224.207391,4200000,9.86049747467041
1720929316.5677319,4300000,10.14908218383789
1720929410.1700659,4400000,10.275006294250488
1720929505.1777117,4500000,10.441304206848145
1720929608.492604,4600000,10.35858154296875
1720929713.6450703,4700000,10.50030517578125
1720929817.9649742,4800000,10.502583503723145
1720929913.437095,4900000,10.520169258117676
1720930002.1880956,5000000,10.160221099853516
