Wall time,Step,Value
1720963837.5627131,100000,-6.002439022064209
1720963936.1814864,200000,-0.5784929394721985
1720964034.152505,300000,-0.5588516592979431
1720964132.295581,400000,-0.5572900176048279
1720964233.1974766,500000,-0.5415516495704651
1720964333.6879056,600000,-0.5295500159263611
1720964434.0715666,700000,-0.5272974371910095
1720964533.5589523,800000,-0.533481240272522
1720964629.6113553,900000,-0.5351862907409668
1720964728.2153344,1000000,-0.5288485288619995
1720964826.4757476,1100000,-0.5037661194801331
1720964927.633379,1200000,-0.39767247438430786
1720965022.5834293,1300000,-0.3045490086078644
1720965123.6677945,1400000,-0.21989983320236206
1720965220.6218984,1500000,-0.12726953625679016
1720965323.9308279,1600000,-0.05380146577954292
1720965426.9378672,1700000,0.00032539042877033353
1720965528.493396,1800000,0.06233352795243263
1720965624.427637,1900000,0.11494088172912598
1720965721.7524457,2000000,0.19615818560123444
1720965825.6826205,2100000,1.7502416372299194
1720965931.3494682,2200000,1.9546480178833008
1720966038.1033664,2300000,2.1414906978607178
1720966132.4405138,2400000,2.3409132957458496
1720966232.90212,2500000,2.537019968032837
1720966343.0776255,2600000,2.642475128173828
1720966438.0214067,2700000,2.7373099327087402
1720966537.8934,2800000,2.7849068641662598
1720966639.4334981,2900000,2.8352134227752686
1720966733.5687988,3000000,2.8711791038513184
1720966831.1458025,3100000,2.9066638946533203
1720966929.5566666,3200000,2.9268782138824463
1720967027.8039947,3300000,3.0058677196502686
1720967126.0374303,3400000,3.2231531143188477
1720967223.3524804,3500000,3.696223258972168
1720967322.103726,3600000,4.142753601074219
1720967421.930009,3700000,4.538666725158691
1720967520.417106,3800000,4.844695091247559
1720967617.4749348,3900000,5.2448811531066895
1720967692.0503242,4000000,5.812246322631836
1720967798.09227,4100000,6.0287370681762695
1720967894.0937908,4200000,6.910737037658691
1720967988.9149013,4300000,6.859954357147217
1720968090.9534197,4400000,7.456822395324707
1720968195.9876044,4500000,7.7450852394104
1720968298.179302,4600000,8.202674865722656
1720968398.9289927,4700000,8.35571002960205
1720968499.4538643,4800000,9.07999324798584
1720968592.215826,4900000,9.61440372467041
1720968685.763207,5000000,9.610669136047363
