Wall time,Step,Value
1720705956.9220088,100000,-5.783173084259033
1720706048.9981635,200000,-0.4045211374759674
1720706138.9250338,300000,-0.07443207502365112
1720706227.2080827,400000,0.0731080025434494
1720706332.2075229,500000,0.21608057618141174
1720706439.5632465,600000,0.40831664204597473
1720706533.7396834,700000,0.4441087245941162
1720706621.3991668,800000,0.550639808177948
1720706707.4409654,900000,0.6965526342391968
1720706791.6871347,1000000,0.9107524752616882
1720706889.7247274,1100000,1.1158589124679565
1720706984.0380821,1200000,1.3536006212234497
1720707086.0256083,1300000,1.5696500539779663
1720707182.6726537,1400000,1.8188798427581787
1720707276.0382981,1500000,2.4012808799743652
1720707374.4513981,1600000,3.0211260318756104
1720707472.1681013,1700000,3.262197732925415
1720707563.0337162,1800000,3.477734327316284
1720707653.4806676,1900000,4.004773139953613
1720707749.8028038,2000000,4.331867694854736
1720707842.4193664,2100000,11.138748168945312
1720707936.2544284,2200000,12.37319564819336
1720708037.7526007,2300000,13.279715538024902
1720708135.121188,2400000,13.387706756591797
1720708229.0046597,2500000,15.233268737792969
1720708325.9998436,2600000,14.736541748046875
1720708422.7318838,2700000,15.541425704956055
1720708518.5950696,2800000,16.159658432006836
1720708612.9876773,2900000,16.25635528564453
1720708715.0299814,3000000,16.069454193115234
1720708814.0324183,3100000,16.597640991210938
1720708914.2539802,3200000,15.999895095825195
1720709014.3519166,3300000,15.624273300170898
1720709078.8213482,3400000,16.359413146972656
1720709175.6239214,3500000,16.2215576171875
1720709271.8034632,3600000,16.66128158569336
1720709367.2861447,3700000,16.731233596801758
1720709457.162282,3800000,16.341552734375
1720709548.6480908,3900000,16.788475036621094
1720709640.8234398,4000000,16.526119232177734
1720709736.3280342,4100000,16.774402618408203
1720709833.520701,4200000,16.396007537841797
1720709925.241065,4300000,16.68106460571289
1720710015.4703155,4400000,16.743133544921875
1720710110.9082212,4500000,16.885822296142578
1720710209.8538747,4600000,16.43360137939453
1720710305.7963302,4700000,16.504840850830078
1720710403.1549633,4800000,16.826904296875
1720710496.9514995,4900000,17.03441619873047
1720710583.564444,5000000,15.4512939453125
1720710684.240524,5100000,7.643417835235596
1720710782.771232,5200000,7.47856330871582
1720710878.3904274,5300000,7.500838756561279
1720710976.8085604,5400000,7.471426010131836
1720711060.899746,5500000,7.773657321929932
1720711147.7785304,5600000,8.322574615478516
1720711231.0830345,5700000,9.011221885681152
1720711315.6995492,5800000,9.970937728881836
1720711396.4807315,5900000,11.412155151367188
1720711476.0295284,6000000,13.253586769104004
1720711559.804319,6100000,13.956210136413574
1720711648.6649454,6200000,14.666045188903809
1720711745.5701463,6300000,14.748879432678223
1720711842.1921918,6400000,15.110604286193848
1720711936.859908,6500000,15.282477378845215
1720712001.2199657,6600000,16.178836822509766
1720712088.241023,6700000,15.648128509521484
1720712178.971592,6800000,15.753737449645996
1720712268.8548722,6900000,15.77358341217041
1720712358.6804538,7000000,12.095484733581543
1720712444.7822318,7100000,11.879022598266602
1720712537.643834,7200000,12.48831844329834
1720712624.521424,7300000,13.18478775024414
1720712707.597194,7400000,15.58016586303711
1720712799.315955,7500000,15.266926765441895
1720712887.7488942,7600000,15.381000518798828
1720712978.6747713,7700000,15.73775577545166
1720713068.1094666,7800000,15.936820030212402
1720713154.6136503,7900000,15.705172538757324
1720713241.7921531,8000000,15.777324676513672
1720713332.5921855,8100000,14.72339153289795
1720713420.3923278,8200000,15.640156745910645
1720713508.0793412,8300000,16.59111785888672
1720713592.2585244,8400000,16.60323143005371
1720713679.516496,8500000,15.916360855102539
1720713766.695076,8600000,16.377933502197266
1720713854.2635567,8700000,15.625531196594238
1720713944.153627,8800000,13.996241569519043
1720714030.1999803,8900000,14.071703910827637
1720714122.4747405,9000000,13.3834867477417
1720714215.4002204,9100000,14.142007827758789
1720714306.4424589,9200000,15.991243362426758
1720714396.1894166,9300000,15.79819393157959
1720714491.9542487,9400000,16.36362648010254
1720714581.9016368,9500000,16.065013885498047
1720714634.0374792,9600000,16.799978256225586
1720714716.0162148,9700000,15.970696449279785
1720714804.9507103,9800000,15.799724578857422
1720714892.2737482,9900000,16.37273597717285
1720714976.438799,10000000,16.218006134033203
1720715063.67061,10100000,16.169513702392578
1720715154.402945,10200000,15.989816665649414
1720715239.640011,10300000,15.033984184265137
1720715328.458371,10400000,15.560372352600098
1720715419.4683278,10500000,15.968609809875488
1720715501.9082565,10600000,16.36244773864746
1720715590.084238,10700000,16.52884864807129
1720715676.5271773,10800000,15.719568252563477
1720715766.3875737,10900000,15.302814483642578
1720715856.9818153,11000000,16.753314971923828
1720715947.7136328,11100000,15.541956901550293
1720716032.1586227,11200000,15.757364273071289
1720716122.8162403,11300000,15.375556945800781
1720716210.3576667,11400000,15.285935401916504
1720716299.4940984,11500000,13.399188995361328
1720716382.3544405,11600000,16.14030647277832
1720716470.8948982,11700000,16.071313858032227
1720716560.2823923,11800000,14.463828086853027
1720716658.5361433,11900000,16.022846221923828
1720716748.7700543,12000000,15.950214385986328
1720716841.6634336,12100000,15.71013355255127
1720716929.505995,12200000,15.856042861938477
1720717019.104313,12300000,13.916358947753906
1720717109.363816,12400000,13.795811653137207
1720717199.459925,12500000,15.328288078308105
1720717289.1876721,12600000,16.0366153717041
1720717379.3277614,12700000,16.67877197265625
1720717425.4931757,12800000,16.51399803161621
1720717513.648214,12900000,16.702545166015625
1720717602.4666293,13000000,15.978811264038086
1720717688.5459251,13100000,15.683198928833008
1720717778.9083385,13200000,16.050310134887695
1720717862.7771192,13300000,15.416478157043457
1720717951.0855742,13400000,15.450438499450684
1720718045.611857,13500000,15.670329093933105
1720718133.7233,13600000,16.097095489501953
1720718219.754764,13700000,16.25180435180664
1720718309.8185687,13800000,16.040637969970703
1720718396.5638883,13900000,15.683127403259277
1720718485.3084767,14000000,15.070025444030762
1720718566.552285,14100000,16.029247283935547
1720718652.3207097,14200000,16.022768020629883
1720718743.2016783,14300000,15.813094139099121
1720718831.3354244,14400000,15.713894844055176
1720718918.7261703,14500000,16.639957427978516
1720719005.9443789,14600000,16.378610610961914
1720719094.8792279,14700000,15.68777084350586
1720719183.0685544,14800000,16.674495697021484
1720719276.489253,14900000,16.14387321472168
1720719366.7118633,15000000,16.511524200439453
1720719470.1403906,15100000,15.752625465393066
1720719574.3378556,15200000,16.8714542388916
1720719687.8042982,15300000,16.680917739868164
1720719799.6999054,15400000,16.987098693847656
1720719903.6525414,15500000,16.711362838745117
1720720020.1319811,15600000,16.447280883789062
1720720129.8944879,15700000,16.47930908203125
