Wall time,Step,Value
1721258037.7604444,100000,-6.952632427215576
1721258114.9578393,200000,-0.5793827176094055
1721258190.6006174,300000,-0.5676921606063843
1721258269.6215646,400000,-0.5329784750938416
1721258361.1797628,500000,-0.5150594711303711
1721258454.068607,600000,-0.5125971436500549
1721258549.5872433,700000,-0.5207808017730713
1721258639.369472,800000,-0.5188148021697998
1721258729.2303326,900000,-0.46754857897758484
1721258820.765313,1000000,-0.3796132802963257
1721258913.46821,1100000,-0.24922384321689606
1721259001.925653,1200000,-0.0923701599240303
1721259088.436007,1300000,-0.00830342061817646
1721259177.1472156,1400000,0.0204643364995718
1721259270.909946,1500000,0.10273057967424393
1721259364.64456,1600000,0.22804395854473114
1721259457.0522146,1700000,0.3147939145565033
1721259548.0063488,1800000,0.36170679330825806
1721259639.4294775,1900000,0.431988388299942
1721259732.9299333,2000000,0.5531521439552307
1721259827.6650546,2100000,2.79536509513855
1721259917.0184088,2200000,3.2592906951904297
1721260010.4402711,2300000,3.617013692855835
1721260105.3548791,2400000,3.8568527698516846
1721260199.1651175,2500000,4.00087833404541
1721260291.5387537,2600000,4.126218795776367
1721260385.2742903,2700000,4.210031032562256
1721260480.2365885,2800000,4.2608137130737305
1721260572.736211,2900000,4.376306056976318
1721260663.6705616,3000000,4.4355669021606445
1721260753.4019587,3100000,4.5012922286987305
1721260839.925694,3200000,4.7042927742004395
1721260935.077655,3300000,5.331128120422363
1721261028.1189523,3400000,5.735493183135986
1721261124.0207489,3500000,5.892014503479004
1721261218.987854,3600000,6.004985809326172
1721261314.4389756,3700000,6.3424859046936035
1721261408.9632704,3800000,6.725812911987305
1721261464.6883512,3900000,7.205759048461914
1721261548.7698867,4000000,7.471336364746094
1721261639.4921706,4100000,7.899151802062988
1721261734.240771,4200000,7.82135534286499
1721261826.4467413,4300000,8.115086555480957
1721261917.5420325,4400000,8.406585693359375
1721262004.9119313,4500000,8.975698471069336
1721262092.2215562,4600000,9.021458625793457
1721262180.117033,4700000,9.53944206237793
1721262269.749744,4800000,10.05217456817627
1721262356.968712,4900000,10.206801414489746
1721262446.3251953,5000000,10.062712669372559
1721262540.408027,5100000,7.312281131744385
1721262630.0401206,5200000,7.315512180328369
1721262720.866047,5300000,7.430811882019043
1721262812.344748,5400000,7.407580375671387
1721262907.2791204,5500000,7.322584629058838
1721262998.0801063,5600000,7.4193644523620605
1721263090.8515007,5700000,7.624290466308594
1721263185.5093505,5800000,7.6400322914123535
1721263275.4426696,5900000,8.166790008544922
1721263361.755995,6000000,7.9766974449157715
1721263445.5591047,6100000,9.022561073303223
1721263533.8279567,6200000,9.05195140838623
1721263627.3057175,6300000,10.176178932189941
1721263719.4685726,6400000,10.341187477111816
1721263813.1755993,6500000,10.363600730895996
1721263903.8009915,6600000,10.316615104675293
1721263991.863979,6700000,10.3014497756958
1721264078.7135375,6800000,10.28537368774414
1721264172.796628,6900000,10.356396675109863
